id,rt,mz,Ion_Adduct_Identity,IIN_Group_ID,Final_Annotations,smiles,inchi_key,Annotation_Preferred,Annotation_Spectral,number of aligned features,fragment_scans,spectral_similarity,F1_P1-B-2_1_4842,F2_P1-B-3_1_4843,F3_2_P1-B-4_1_4845,F3_3_P1-B-4_1_4846,F3_P1-B-4_1_4844,LL1_P1-C-2_1_4847,LL2_P1-C-3_1_4848,LL3_2_P1-C-4_1_4850,LL3_3_P1-C-4_1_4851,LL3_P1-C-4_1_4849
1731,1.7574,316.0813,,,"ALIGN_NIST23_Butan-2-yl 4,7-bis(4-chlorophenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate",CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_NIST23_Butan-2-yl 4,7-bis(4-chlorophenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate","ALIGN_NIST23_Butan-2-yl 4,7-bis(4-chlorophenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate",5,14,0.905,,,,,,13400,11800,17700,17800,15500
2343,5.179,291.06963,,,,,,,,5,1,,,,,,,1720,1860,1900,1800,2130
2345,5.1803,307.0436,,,,,,,,5,1,,,,,,,2840,3300,3350,3320,3520
1298,1.2736,138.06606,,,"ALIGN_NIST23_(3,7-Dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-1-yl)acetic acid",CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_NIST23_(3,7-Dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-1-yl)acetic acid","ALIGN_NIST23_(3,7-Dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-1-yl)acetic acid",10,4,0.738,16900,15100,6410,6720,6390,15000,15700,15100,15000,17700
2350,5.2881,97.07602,,,,,,,,4,13,,,,,,,,17000,18500,18800,18200
2352,5.3369,173.08061,,,,,,,,9,2,,5470,4780,4860,5470,4890,5320,5320,5310,4880,5130
2353,5.3473,141.04777,,,,,,,,1,0,,,603,,,,1440,1600,1160,1660,1370
2354,5.3378,158.0744,,,,,,,,5,0,,,,,,,2840,3110,3090,2370,3240
2355,5.3385,85.02844,,,,,,,,10,0,,4030,4560,4150,4200,4510,4920,4230,4980,4090,4760
2356,5.3395,204.07994,,,,,,,,5,15,,,,,,,5330,5750,4690,5090,4950
2668,6.8838,267.13364,,,ALIGN_NIST23_Phe-Thr,CC(C(C(O)=O)NC(C(CC=1C=CC=CC1)N)=O)O,NYQBYASWHVRESG-UHFFFAOYSA-N,ALIGN_NIST23_Phe-Thr,ALIGN_NIST23_Phe-Thr,10,42,0.93,13400,14300,16900,16900,14900,9790,10600,10800,11200,10100
2358,5.3547,127.06124,[M+NH4]+,211,,,,,,10,0,,3190,2050,1800,1970,1920,13000,12800,13600,13800,13400
2359,5.3492,242.07686,[M+H]+,210,,,,,,5,0,,802,510,529,,504,2770,2300,3090,2510,2240
2360,5.3533,203.05231,,,,,,,,2,0,,,,,,,1770,1500,1570,1730,1740
2361,5.3635,281.08543,,,,,,,,1,0,,,,,,,2000,1510,2150,1650,1730
2362,5.3456,110.03476,[M+H]+,211,,,,,,5,1,,1300,1010,1060,913,810,5540,5770,5750,5900,5750
3074,8.0109,182.08099,[M+NH4]+,266,INHOUSE_TYROSINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to L-Tyrosine from NIST14,ALIGN_GNPS_Spectral Match to L-Tyrosine from NIST14,10,28,0.944,16000,7300,6790,6090,8050,9030,8360,8150,8870,8850
2364,5.3734,166.07216,,,,,,,,5,0,,1190,679,651,676,629,2050,2350,2450,2410,2460
2365,5.4196,211.02256,,,,,,,,1,0,,,,,,,1520,1800,1510,1620,1370
674,1.0334,286.14358,,,ALIGN_GNPS_Massbank:PR301810 Piperine,C1CCN(CC1)C(C=CC=CC2=CC=C3C(=C2)OCO3)=O,MXXWOMGUGJBKIW-SRRWRRMSSA-N,ALIGN_GNPS_Massbank:PR301810 Piperine,ALIGN_GNPS_Massbank:PR301810 Piperine,5,20,0.981,1270,1520,1450,1310,1670,13100,13500,15800,14400,13800
2373,5.5532,135.04391,,,,,,,,1,1,,1970,1400,1350,1310,1590,1740,1940,1700,1670,2070
2374,5.5382,203.05247,,,,,,,,5,0,,,,,,,3950,3770,4070,3630,3850
2375,5.5606,196.0636,,,,,,,,4,1,,,,,,,930,2270,2500,2640,2790
2377,5.5679,453.11944,,,,,,,,2,0,,1510,1510,1460,1600,1520,,,,,
2378,5.6329,124.0391,,,,,,,,2,0,,3710,1890,2110,2050,2230,7260,6650,5270,6390,6100
2379,5.5912,403.25475,,,,,,,,10,22,,1980,1900,1710,1610,1760,2020,1760,1850,2200,2130
2380,5.618,164.04215,,,,,,,,2,0,,5610,3630,3510,3070,3480,7860,9050,7880,6940,9000
2381,5.59,203.13893,,,,,,,,5,0,,1570,1400,1840,1590,1480,1670,1820,1770,2130,1860
2382,5.5968,314.20716,,,,,,,,5,0,,1510,1320,1330,1660,1630,1680,1960,1540,1550,2180
2383,5.6148,135.04391,,,,,,,,6,0,,1970,1520,1300,1200,1590,2930,3480,2620,2540,3570
2384,5.6298,267.1338,,,,,,,,3,0,,,,,,,,1330,1500,1670,1550
2385,5.6451,377.08403,[M+Na]+,212,,,,,,6,38,,2950,1280,1310,1360,1490,26700,23800,23000,22300,24400
2387,5.6377,393.0579,[M+K]+,212,,,,,,6,3,,1680,747,1050,911,1130,22200,23100,23100,21400,21700
2388,5.6202,145.02831,,,,,,,,5,0,,1470,1250,952,965,1210,2140,2540,2160,2170,2280
2389,5.6122,372.12829,,,,,,,,1,0,,974,569,568,613,524,1490,1920,1280,1520,1580
2603,6.6664,284.09863,,,ALIGN_GNPS_GUANOSINE - 30.0 eV,C(C1C(C(C(N2C=NC3=C2N=C(N)NC3=O)O1)O)O)O,NYHBQMYGNKIUIF-UHFFFAOYSA-N,ALIGN_GNPS_GUANOSINE - 30.0 eV,ALIGN_GNPS_GUANOSINE - 30.0 eV,10,12,0.999,12500,12300,12500,14600,11400,4650,4970,5210,5410,5550
2292,4.6589,188.07046,,,ALIGN_NIST20_Hypaphorine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_Hypaphorine,ALIGN_NIST20_Hypaphorine,10,64,0.939,7030,5330,4860,5600,5190,12900,13200,14500,13800,13900
2392,5.6604,152.10689,,,,,,,,2,0,,1890,2100,1230,1540,1160,,,,,
2393,5.7072,192.12286,,,,,,,,5,0,,1750,2160,2260,2060,2140,1300,1360,1190,1020,1240
2394,5.6747,124.03912,,,,,,,,9,0,,4190,1890,1780,1900,2040,6650,6370,5470,6060,5830
2395,5.6947,317.13522,,,,,,,,5,16,,7110,4460,5210,5150,5100,1500,991,1040,1430,1120
2391,5.658,355.10202,,,"ALIGN_GNPS_NCGC00180712-02!(3R,5R)-1-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3,4,5-trihydroxycyclohexane-1-carboxylic acid",C=1C=C(C(=CC1C=CC(=O)OC2(CC(C(C(C2)O)O)O)C(O)=O)O)O,GWTUHAXUUFROTF-DUXPYHPUSA-N,"ALIGN_GNPS_NCGC00180712-02!(3R,5R)-1-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3,4,5-trihydroxycyclohexane-1-carboxylic acid","ALIGN_GNPS_NCGC00180712-02!(3R,5R)-1-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3,4,5-trihydroxycyclohexane-1-carboxylic acid",10,144,0.975,11800,9220,9950,11300,9730,11400,14400,11800,12700,13100
2397,5.6886,135.02991,[M+H]+,213,,,,,,8,0,,2260,1540,1420,1620,1580,5860,5970,5540,6150,6270
2398,5.6774,303.10563,,,,,,,,5,0,,1080,519,681,693,702,3020,2490,2680,3180,2920
2399,5.6853,110.03477,,,,,,,,5,0,,888,839,1140,900,689,2140,2050,2350,1870,2400
2400,5.6902,325.08755,[M+Na]+,214,,,,,,5,0,,,,,,,4230,4330,4400,4020,4300
2401,5.6837,174.03856,,,,,,,,5,0,,509,,,646,,7860,7730,8120,7710,7300
2402,5.6932,341.06164,[M+K]+,214,,,,,,4,0,,,,,,,1770,1510,1770,1520,2000
2403,5.6844,153.04048,,,,,,,,5,0,,1420,902,1180,856,915,2760,2590,2770,2550,2500
2404,5.6792,190.01246,,,,,,,,5,2,,812,,867,639,793,7750,8270,9110,9020,7940
2405,5.7102,520.18053,,,,,,,,8,0,,2400,2060,1980,2550,1990,1400,1470,1510,1630,1550
2406,5.7069,119.06918,[M+NH4]+,215,,,,,,2,0,,1050,953,1130,743,790,1540,1680,1730,1570,1730
2407,5.7155,146.07576,,,,,,,,5,13,,,,,,585,9600,11000,10400,11300,10100
2409,5.7191,102.04159,[M+H]+,215,,,,,,5,0,,1290,1080,1060,1260,1440,3340,4450,3450,3710,3240
2410,5.7177,203.10263,,,,,,,,2,0,,1330,1430,949,856,1020,1300,1610,1770,1650,1740
2411,5.7235,107.049,,,,,,,,10,0,,1970,1980,1680,1700,2100,2700,2700,3330,2910,3050
1456,1.423,197.12842,,,ALIGN_GNPS_cyclo(L-Val-L-Pro),CC(C)C1C(N2CCCC2C(N1)=O)=O,XLUAWXQORJEMBD-UHFFFAOYSA-N,ALIGN_GNPS_cyclo(L-Val-L-Pro),ALIGN_GNPS_cyclo(L-Val-L-Pro),10,18,0.711,13600,13700,10800,9030,10200,7220,6600,7530,7460,7490
2413,5.7241,77.03867,,,,,,,,10,0,,4730,3320,3130,3870,3560,7220,5880,6830,6230,6580
2414,5.7222,91.05424,[M-H2O+H]+,216,,,,,,10,0,,4240,2880,2970,2860,2720,4440,4870,4350,5240,4390
2415,5.7248,93.06985,,,,,,,,10,0,,4070,3390,3390,3190,3110,4880,5030,5370,5610,5590
2416,5.725,176.09152,,,,,,,,10,1,,3880,3690,3690,3890,3730,3260,5060,4650,4570,4230
2417,5.724,149.05952,[M+H]+,217,,,,,,10,1,,3950,2960,3420,3230,3180,5540,5380,5350,6070,5590
2418,5.7276,103.05415,,,,,,,,10,52,,30400,23400,23200,21700,25700,42100,40900,44300,41000,42100
2502,6.3152,222.09704,,,ALIGN_GNPS_N-acetyl-alpha-D-glucosamine - 40.0 eV,CC(=NC1C(C(C(CO)OC1O)O)O)O,OVRNDRQMDRJTHS-UHFFFAOYSA-N,INHOUSE_N-ACETYLGLUCOSAMINE,INHOUSE_N-ACETYLGLUCOSAMINE,10,26,0.941,13600,9360,10400,10700,9550,9030,9590,11500,11200,10300
2420,5.7536,458.22777,,,,,,,,5,0,,2080,1720,1880,2110,1900,914,528,937,703,742
2421,5.7156,100.05044,,,,,,,,5,0,,1300,891,1220,1050,968,2600,2990,3340,3410,3030
2997,7.8623,198.09703,[M+NH4]+,257,INHOUSE_ALPHA-D-GLUCOSE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to .beta.-D-Glucose from NIST14,ALIGN_GNPS_Spectral Match to .beta.-D-Glucose from NIST14,10,37,0.937,13200,11500,9910,10500,11100,12200,11400,13200,12800,11400
2423,5.7377,188.06782,,,,,,,,1,0,,,,,,,2490,2330,2280,2360,2330
2424,5.6572,394.06124,,,,,,,,1,0,,,,,,,4150,4920,4110,2800,4270
2426,5.7254,118.06495,,,,,,,,5,0,,1630,1150,1150,1090,1350,1520,1590,1630,1580,1620
2427,5.726,102.05025,,,,,,,,5,0,,1430,1240,1190,1260,1440,1550,1890,1720,1830,1990
2428,5.7304,79.05431,,,,,,,,6,0,,1630,1320,1470,1300,1110,1730,1690,1670,1780,1840
2429,5.7243,120.06538,,,,,,,,1,0,,1790,1210,1040,1590,964,1190,1440,1520,1800,1400
2430,5.7343,378.08712,,,,,,,,2,0,,,,,,,2840,2790,2580,3720,3690
2431,5.711,393.05788,,,,,,,,2,7,,1140,747,900,678,770,11800,14500,17000,19000,15800
2432,5.759,187.05733,,,,,,,,5,0,,1390,852,762,789,729,8230,7820,6850,8240,8700
2433,5.7808,377.08392,,,,,,,,2,8,,1590,902,1130,1300,1140,13500,15500,14700,15600,14600
2434,5.7814,267.05832,[M+Na]+,219,,,,,,5,2,,635,,728,,,5540,5570,4690,5090,5670
2435,5.7868,283.03238,[M+K]+,219,,,,,,5,0,,,,,,,2340,2270,2560,2480,2590
2436,5.7817,209.05522,,,,,,,,3,0,,908,644,775,764,879,1530,1860,1650,1650,1600
2438,5.7988,276.18024,,,,,,,,10,42,,7300,6250,6330,6200,6060,6660,7020,6670,7290,6210
3107,8.0927,198.09708,,,INHOUSE_ALPHA-D-GLUCOSE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,INHOUSE_SORBOSE,INHOUSE_SORBOSE,10,16,0.791,12900,10300,10600,10900,10500,10500,10800,10900,11000,10400
2441,5.8308,173.0417,,,,,,,,5,0,,984,,,561,,3820,3780,3310,3660,3270
2442,5.8381,130.06091,,,,,,,,3,0,,955,661,949,749,707,1520,1410,1560,1380,1720
2444,5.8989,263.19625,,,,,,,,5,0,,3140,2260,2990,2480,2890,,,,,
3433,9.8942,325.11264,[2M+H]+,303,ALIGN_GNPS_Spectral Match to Maltose from NIST14,C(C1C(C(C(C(O1)OC2C(CO)OC(C(C2O)O)O)O)O)O)O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to Sucrose from NIST14,ALIGN_GNPS_Spectral Match to Sucrose from NIST14,10,5,0.901,11600,12200,11500,10700,10700,7620,8120,7800,9110,7830
2289,4.6394,166.0722,,,ALIGN_NIST23_1-Methylguanine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_1-Methylguanine,ALIGN_NIST23_1-Methylguanine,5,13,0.808,1570,934,1100,1110,1160,9610,11800,10700,11500,10300
2448,5.9068,136.07549,,,,,,,,10,0,,8210,6450,6670,6930,7200,13200,12200,13800,13600,13200
2449,5.9151,86.09648,,,,,,,,10,0,,17900,13000,13800,14100,14500,22500,22600,23800,22900,20800
2450,5.9146,132.10181,,,,,,,,11,32,,60300,45500,43700,39300,41900,59200,56100,57500,56700,56900
2451,5.9336,186.03291,,,,,,,,2,0,,,,,,,1640,1860,1820,1580,1590
2452,5.9312,213.04383,,,,,,,,5,0,,,,,,,1950,3500,2910,3410,2670
2453,5.9372,333.12094,,,,,,,,5,0,,699,,,529,,3130,3900,3490,4520,3700
2454,5.9326,317.14713,,,,,,,,5,0,,652,,,,,3090,2720,2680,2760,2760
2455,6.0024,312.88737,,,,,,,,1,0,,1660,603,951,1240,1040,1680,,,1020,1950
2457,5.9288,166.08607,,,,,,,,1,0,,2090,1270,1620,1410,1420,2750,3300,2850,2630,2470
2459,6.0105,190.06426,,,,,,,,5,1,,,,,,,2160,2450,2450,1680,2420
2892,7.6555,183.08613,,,ALIGN_GNPS_GALACTITOL,C(C(C(C(C(CO)O)O)O)O)O,FBPFZTCFMRRESA-UHFFFAOYSA-N,ALIGN_GNPS_GALACTITOL,ALIGN_GNPS_GALACTITOL,9,28,0.716,11800,6590,5660,5870,5920,7150,7130,7280,6420,7840
2461,6.0828,277.05671,,,,,,,,1,0,,,,,,,2200,646,588,559,650
2463,6.066,164.04218,,,,,,,,1,0,,938,944,823,695,695,1810,1880,2030,1950,2110
2467,6.1245,407.84204,,,,,,,,5,0,,821,700,896,661,579,2200,2400,2520,2280,2280
2468,6.0982,166.07212,,,,,,,,1,0,,1460,1210,1010,1010,978,1280,1580,1320,1660,1520
2471,6.1272,308.89157,,,,,,,,2,0,,,,,,,1690,1540,1620,1580,1430
2472,6.1326,312.88746,,,,,,,,5,2,,937,835,1270,833,899,3790,4410,3860,3870,3860
2473,6.1355,409.83995,,,,,,,,5,0,,1340,806,747,929,724,3440,3160,3630,3110,3490
2474,6.139,116.98433,,,,,,,,3,0,,899,585,816,543,625,1710,1660,1770,1700,1650
2475,6.1396,114.98644,,,,,,,,3,0,,697,669,,650,594,1530,1550,1400,1630,1550
2476,6.1361,411.83757,,,,,,,,5,0,,821,749,956,1040,527,2360,2530,2330,2180,2350
2477,6.136,310.88937,,,,,,,,5,1,,949,858,1100,1150,1060,3820,3950,3860,3920,3890
2478,6.1369,112.0504,,,,,,,,10,17,,5040,3890,3950,5530,3770,5800,6680,6420,7220,7010
2600,6.6598,330.05939,,,"ALIGN_GNPS_Spectral Match to Adenosine 3',5'-cyclic monophosphate from NIST14",C1C2C(C(C(N3C=NC=4C(N)=NC=NC43)O2)O)OP(O)(=O)O1,IVOMOUWHDPKRLL-UHFFFAOYSA-N,"ALIGN_GNPS_Spectral Match to Adenosine 2',3'-cyclic monophosphate from NIST14","ALIGN_GNPS_Spectral Match to Adenosine 2',3'-cyclic monophosphate from NIST14",10,28,0.999,8770,6260,6290,5590,6310,9610,10000,11500,11400,10500
2480,6.1413,282.04859,[M+K]+,220,,,,,,3,0,,,,,,,1770,1580,1700,1730,1620
2481,6.1873,138.05518,,,,,,,,5,0,,1520,1930,1670,1160,1070,1800,2150,2250,2100,2380
2482,6.1979,204.08645,,,,,,,,5,0,,1620,1150,2660,1650,829,2000,2700,2560,2350,2460
2483,6.2245,126.05479,,,,,,,,5,0,,1270,1210,1180,1820,1240,1740,1640,1880,2580,1670
2484,6.2169,186.07592,,,,,,,,5,0,,3510,1210,1660,1870,1340,2590,2060,2510,2910,3760
2485,6.1867,130.08608,,,,,,,,10,24,,8770,6310,5920,5700,5480,7720,8480,8680,9460,8870
2486,6.2173,144.06527,,,,,,,,5,0,,1720,1600,1360,1820,2110,2080,3080,2510,3250,2950
2487,6.1906,84.0808,,,,,,,,10,0,,3730,2730,2310,2140,2620,3260,3540,3380,4130,3400
2488,6.2237,260.05277,[M+K]+,221,,,,,,5,0,,,,548,518,824,2420,2920,3090,3620,3400
2489,6.2257,244.07892,[M+Na]+,221,,,,,,5,13,,2830,794,1130,813,598,5010,5300,6050,5930,6060
2492,6.2242,159.06497,,,,,,,,10,0,,5580,5260,5510,4740,5840,4400,4920,4450,4860,4520
2493,6.2255,85.02844,,,,,,,,10,1,,6040,5900,6140,6810,5670,5180,4960,5990,5820,5720
2504,6.3231,204.08652,,,ALIGN_NIST23_N-Acetyl-D-glucosamine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_N-Acetyl-D-glucosamine,ALIGN_NIST23_N-Acetyl-D-glucosamine,10,35,0.946,11400,9310,9620,9830,10300,10200,10400,11200,10900,11200
2495,6.2511,377.08376,,,,,,,,1,0,,1120,607,594,585,627,4120,4510,3580,3880,4060
2498,6.2849,86.09647,,,,,,,,10,0,,11500,8220,7990,7680,8080,11800,11700,11400,12100,11900
2499,6.2758,355.10193,,,,,,,,6,0,,1720,1520,1490,1520,1490,1760,2270,2220,2300,2050
2500,6.2848,132.10175,,,,,,,,11,32,,43500,31000,33200,28500,31600,35200,32500,32100,32000,31200
2523,6.3971,153.04053,,,ALIGN_NIST23_Xanthosine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Xanthosine,ALIGN_NIST23_Xanthosine,10,29,0.825,6870,5560,5510,5440,6160,8560,9030,9680,11300,9490
2342,5.1773,137.04556,,,ALIGN_NIST20_Inosine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_Inosine,ALIGN_NIST20_Inosine,10,40,1,7800,4990,8640,7900,6590,10300,10300,10900,11200,11100
2506,6.3277,126.0548,,,,,,,,10,0,,4200,3160,3790,3670,3320,3370,3540,4160,3950,3760
2507,6.3286,138.05481,,,,,,,,10,25,,12400,10500,11300,13000,11300,10700,11800,13200,13700,13500
2508,6.3307,96.04433,,,,,,,,10,0,,2320,1800,2460,2350,2110,2140,2320,2330,2770,2340
2509,6.3311,144.06533,,,,,,,,10,0,,4200,3780,4150,4430,3530,3580,4160,4690,4130,4620
2510,6.3322,260.05287,,,,,,,,8,1,,1820,1210,1470,1740,1510,14100,16200,18500,18100,17300
2511,6.3359,465.16869,,,,,,,,5,0,,588,,665,616,,2860,3260,3910,3200,3250
2512,6.3359,262.08947,,,,,,,,5,0,,721,,,976,,1810,1710,1910,1910,2110
2513,6.3387,244.07897,,,,,,,,10,5,,11900,5330,5600,6790,5650,40700,43200,43600,44400,47600
2514,6.3394,284.08127,,,,,,,,1,0,,,,,,,1130,1700,1340,1320,1190
2515,6.347,131.11763,,,,,,,,3,0,,1860,1600,1680,1620,1700,1210,877,1300,1370,1330
2517,6.4326,296.1682,[M+H]+,222,,,,,,1,0,,1610,1830,1390,1530,1360,3130,3210,3370,3160,3350
2518,6.3784,130.08608,,,,,,,,7,0,,1890,1590,1570,1600,1680,1410,1660,1600,1640,1400
2520,6.3985,163.03876,,,,,,,,3,0,,3250,3010,3250,2740,2630,4330,5460,5170,5170,4410
2521,6.3833,246.10839,,,,,,,,1,0,,557,657,,,,1530,1500,1230,1560,1530
3457,9.9261,274.09193,,,ALIGN_NIST20_N-Acetylneuraminic acid,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_N-Acetylneuraminic acid,ALIGN_NIST20_N-Acetylneuraminic acid,10,27,0.761,11100,10700,9340,9740,10700,7370,8180,10500,10000,9270
2524,6.3942,377.08383,,,,,,,,1,0,,1260,720,925,883,873,3900,4000,4300,4460,3770
3125,8.267,198.09703,,,INHOUSE_MANNOSE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_.beta.-D-Glucose,ALIGN_NIST23_.beta.-D-Glucose,10,10,0.87,10600,9160,10200,9600,9640,10400,9850,9550,10900,10300
2532,6.3809,86.09647,,,,,,,,2,0,,6570,4020,3820,3380,4030,6320,6780,6520,6370,5950
2533,6.4536,120.08066,,,,,,,,6,0,,1520,1580,1290,1750,1480,1630,1750,1830,2040,1820
2534,6.44,182.08088,,,,,,,,5,0,,1440,1090,1120,1240,1030,2990,2940,2970,3090,3180
2535,6.4628,430.19668,,,,,,,,2,0,,1510,1370,1510,1520,1500,943,884,657,997,722
2961,7.8276,363.15446,[2M+H]+,246,ALIGN_GNPS_tyrosine,C=1C=C(C=CC1CC(C(O)=O)N)O,OUYCCCASQSFEME-UHFFFAOYSA-N,ALIGN_GNPS_tyrosine,ALIGN_GNPS_tyrosine,10,16,0.883,9960,10800,10500,10100,10600,7220,7250,7200,8320,8210
2538,6.4461,257.0742,[M+Na]+,223,,,,,,6,7,,1540,974,930,1320,1210,7040,7750,6480,6730,7550
2539,6.4472,103.05018,,,,,,,,7,0,,1500,1670,1390,1170,1600,1640,1670,1540,1670,1580
2540,6.4485,246.09483,,,,,,,,5,0,,596,,,,538,1610,2120,2080,1910,1730
2541,6.4582,273.05203,[M+K]+,223,,,,,,5,6,,730,961,940,1230,800,5470,6640,7560,7080,7580
2543,6.4654,144.10165,,,,,,,,10,14,,11900,10800,11500,12700,11300,10600,11700,12000,12600,12000
2545,6.4728,175.05733,,,,,,,,5,0,,1280,716,635,562,681,2470,2050,2300,2040,2390
2546,6.4728,132.08054,,,,,,,,9,1,,2040,1790,1530,1690,1530,2030,2460,1950,2030,2280
2547,6.478,146.05978,,,,,,,,10,28,,20500,16500,15400,15100,14200,23900,22000,23500,23600,24600
3526,10.3149,325.11277,[2M+H]+,313,ALIGN_GNPS_Spectral Match to Lactulose from NIST14,C(C1C(C(C(C(O1)OC2C(CO)OC(CO)(C2O)O)O)O)O)O,JCQLYHFGKNRPGE-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to Lactulose from NIST14,ALIGN_GNPS_Spectral Match to Lactulose from NIST14,10,9,0.743,9580,10600,10100,10300,9870,6320,7070,7750,6830,8370
2550,6.4711,170.06167,,,,,,,,10,0,,2060,1500,1870,1870,1820,2400,2970,2670,2620,2230
2551,6.4781,118.06494,,,,,,,,10,0,,4370,3700,3910,3360,3670,5450,4760,5390,4460,5450
2363,5.3431,259.10349,[M+NH4]+,210,ALIGN_GNPS_5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-RIBOFURANOSIDE,C(C1C(C(C(N2C=NC(=C2N)C(N)=O)O1)O)O)O,RTRQQBHATOEIAF-UHFFFAOYSA-N,ALIGN_NIST20_5-Amino-1-.beta.-D-ribofuranosyl-1H-imidazole-4-carboxamide,ALIGN_NIST20_5-Amino-1-.beta.-D-ribofuranosyl-1H-imidazole-4-carboxamide,5,24,0.985,2110,1010,980,1290,1010,9280,10200,9860,10100,10600
2554,6.4866,243.05292,,,,,,,,4,0,,,,,,,1590,1750,1640,1550,1380
2555,6.4855,144.08056,,,,,,,,10,0,,5580,4290,4210,4480,4230,6340,6780,6300,5610,6760
2558,6.528,295.11483,,,,,,,,1,0,,1650,1650,1350,1490,1260,1390,1160,1340,1080,1250
2559,6.5097,240.10884,,,,,,,,4,0,,1540,1440,1440,1440,1700,1560,1550,1540,1440,1600
2560,6.5757,303.08655,,,,,,,,1,0,,644,1140,701,716,815,2150,,531,,
2561,6.5327,129.06569,,,,,,,,10,0,,3330,2870,2880,2610,2680,4050,4690,4290,4300,4640
2562,6.5213,349.07321,,,,,,,,5,0,,2430,1700,1840,1620,2130,919,777,503,,572
2563,6.5457,291.06961,,,,,,,,5,0,,2410,2610,2450,2480,2230,529,,,,
2564,6.5238,84.04441,,,,,,,,3,0,,1010,1040,957,1300,1030,1560,1560,1590,1600,1910
2121,3.6367,166.07215,[M+H]+,199,ALIGN_NIST23_1-Methylguanine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_1-Methylguanine,ALIGN_NIST23_1-Methylguanine,10,10,0.851,4870,4950,4400,4980,4970,9150,10200,9580,9970,9940
2566,6.5424,365.04636,,,,,,,,1,0,,1530,1300,1590,1410,1500,625,711,,,
2567,6.5594,161.03777,,,,,,,,10,0,,1820,1620,1560,1630,1600,1750,2180,2120,2470,2170
2568,6.5762,273.05931,,,,,,,,1,0,,1660,1630,1620,1360,1680,,,,,
2569,6.5598,495.07494,,,,,,,,3,0,,1690,1580,1430,1700,1580,,,,,
2570,6.5476,511.04922,,,,,,,,2,0,,1230,1530,1570,1560,1440,,,,,
2571,6.5852,116.07044,,,,,,,,10,0,,3800,3530,3500,3870,3880,2880,2520,2740,2700,2690
2572,6.5796,216.08002,,,,,,,,5,14,,,,,,,13000,6320,5840,6320,6260
2573,6.5791,377.10613,,,,,,,,2,0,,1280,1560,1500,1590,1730,,,,,
2574,6.5733,307.02618,,,,,,,,5,0,,2590,2030,1780,2020,1950,1290,779,753,774,1030
2575,6.5841,131.06362,,,,,,,,5,0,,,,,,,5550,2990,2510,2730,2800
2576,6.5857,489.12303,,,,,,,,5,0,,1870,2190,2380,2050,2170,,,,,
2577,6.584,113.10727,,,,,,,,1,0,,,,,,,2120,1110,1230,1740,1380
2578,6.5929,490.11982,,,,,,,,5,0,,3210,4390,3880,3820,4260,,,,,
